time,BC+,BC-,BC,total,BC/total,BCfresh,BCaged,fresh/total,aged/total
2021/5/27 6:00,257,3096,3098,11410,0.271516214,1507,1591,0.132077125,0.139439089
2021/5/27 7:00,326,4099,4100,13459,0.304628873,1657,2443,0.123114644,0.181514228
2021/5/27 8:00,341,3666,3667,14539,0.252218172,1434,2233,0.098631268,0.153586904
2021/5/27 9:00,340,4230,4231,17864,0.236845052,1334,2897,0.074675325,0.162169727
2021/5/27 10:00,264,3293,3293,13593,0.242257044,1111,2182,0.081733245,0.160523799
2021/5/27 11:00,186,2915,2915,13038,0.223577236,1013,1902,0.077695966,0.14588127
2021/5/27 12:00,197,2496,2496,13441,0.185700469,906,1590,0.067405699,0.11829477
2021/5/27 13:00,105,2074,2074,11473,0.180772248,691,1383,0.060228362,0.120543886
2021/5/27 14:00,120,2595,2595,11573,0.224228808,993,1602,0.085803163,0.138425646
2021/5/27 15:00,165,3144,3146,12828,0.245244777,997,2149,0.077720611,0.167524166
2021/5/27 16:00,246,2914,2915,13319,0.218860275,856,2059,0.064269089,0.154591186
2021/5/27 17:00,165,3938,3939,15294,0.257551981,1275,2664,0.083366026,0.174185955
2021/5/27 18:00,137,4183,4183,16948,0.246813783,1566,2617,0.092400283,0.1544135
2021/5/27 19:00,141,7075,7075,21572,0.327971444,2728,4347,0.126460226,0.201511218
2021/5/27 20:00,227,7478,7478,24525,0.304913354,2493,4985,0.101651376,0.203261978
2021/5/27 21:00,232,9949,9949,30808,0.322935601,3940,6009,0.12788886,0.195046741
2021/5/27 22:00,299,10370,10372,32178,0.322332028,4405,5967,0.136894773,0.185437255
2021/5/27 23:00,240,8237,8238,28071,0.293470129,2546,5692,0.090698586,0.202771544
2021/5/28 0:00,162,7938,7938,25185,0.315187612,2570,5368,0.102044868,0.213142744
2021/5/28 1:00,161,6166,6166,19842,0.310754964,2014,4152,0.101501865,0.209253099
2021/5/28 2:00,202,4536,4536,14717,0.308214989,1884,2652,0.12801522,0.180199769
2021/5/28 3:00,144,4373,4373,15411,0.283758354,1318,3055,0.085523327,0.198235027
2021/5/28 4:00,219,3109,3110,12508,0.24864087,1141,1969,0.091221618,0.157419252
2021/5/28 5:00,204,2577,2577,10539,0.244520353,1069,1508,0.101432774,0.143087579
2021/5/28 6:00,273,2788,2790,10765,0.259173247,915,1875,0.084997678,0.174175569
2021/5/28 7:00,335,3698,3699,13303,0.278057581,1216,2483,0.091407953,0.186649628
2021/5/28 8:00,304,3931,3931,14683,0.267724579,1228,2703,0.083634135,0.184090445
2021/5/28 9:00,305,3992,3993,16005,0.249484536,1222,2771,0.07635114,0.173133396
2021/5/28 10:00,260,3145,3145,13534,0.232377715,1037,2108,0.076621841,0.155755874
2021/5/28 11:00,223,2622,2622,12754,0.205582562,952,1670,0.074643249,0.130939313
2021/5/28 12:00,192,2048,2049,11663,0.175683786,810,1239,0.069450399,0.106233388
2021/5/28 13:00,138,1535,1538,9772,0.157388457,563,975,0.05761359,0.099774867
2021/5/28 14:00,168,1691,1692,9102,0.18589321,654,1038,0.07185234,0.11404087
2021/5/28 15:00,206,1952,1952,10132,0.192656929,678,1274,0.0669167,0.125740229
2021/5/28 16:00,230,3535,3539,14605,0.242314276,1460,2079,0.099965765,0.142348511
2021/5/28 17:00,182,6337,6338,21276,0.297894341,2653,3685,0.124694491,0.17319985
2021/5/28 18:00,157,6151,6151,20237,0.303948214,2390,3761,0.118100509,0.185847705
2021/5/28 19:00,178,6813,6813,23565,0.289115213,2619,4194,0.111139402,0.177975812
2021/5/28 20:00,200,7211,7214,25373,0.284317976,3019,4195,0.118984748,0.165333228
2021/5/28 21:00,200,9275,9280,29011,0.319878667,4499,4781,0.155079108,0.164799559
2021/5/28 22:00,224,9094,9096,27597,0.329601044,3574,5522,0.12950683,0.200094213
2021/5/28 23:00,144,11738,11738,33833,0.346939379,4635,7103,0.136996424,0.209942955
2021/5/29 0:00,190,12671,12672,36514,0.347044969,4878,7794,0.133592595,0.213452374
2021/5/29 1:00,123,10639,10639,30266,0.351516553,2985,7654,0.09862552,0.252891033
2021/5/29 2:00,110,6690,6690,22198,0.301378503,1663,5027,0.074916659,0.226461843
2021/5/29 3:00,158,3227,3227,13481,0.239373934,1065,2162,0.079000074,0.16037386
2021/5/29 4:00,203,2923,2925,12500,0.234,1028,1897,0.08224,0.15176
2021/5/29 5:00,213,2496,2499,11091,0.225317825,1041,1458,0.093859886,0.131457939
2021/5/29 6:00,234,3057,3059,12437,0.245959637,1393,1666,0.112004503,0.133955134
2021/5/29 7:00,259,2957,2958,11858,0.249451847,1114,1844,0.093945016,0.155506831
2021/5/29 8:00,329,3275,3275,13490,0.242772424,1153,2122,0.085470719,0.157301705
2021/5/29 9:00,347,3067,3067,14653,0.209308674,1165,1902,0.079505903,0.129802771
2021/5/29 10:00,206,2386,2387,10697,0.223146677,966,1421,0.090305693,0.132840983
2021/5/29 11:00,221,2115,2115,10092,0.209571938,788,1327,0.078081649,0.131490289
2021/5/29 12:00,152,1784,1784,8907,0.200291905,670,1114,0.075221736,0.12507017
2021/5/29 13:00,81,1257,1257,7495,0.167711808,457,800,0.060973983,0.106737825
2021/5/29 14:00,123,1338,1340,7295,0.183687457,502,838,0.068814256,0.114873201
2021/5/29 15:00,138,1524,1525,8373,0.182133047,578,947,0.06903141,0.113101636
2021/5/29 16:00,136,1627,1627,8961,0.181564558,600,1027,0.066956813,0.114607745
2021/5/29 17:00,187,3330,3332,14221,0.234301385,1359,1973,0.0955629,0.138738485
2021/5/29 18:00,147,6021,6021,19573,0.307617637,2209,3812,0.112859551,0.194758085
2021/5/29 19:00,176,6977,6977,22133,0.315230651,2644,4333,0.11945963,0.195771021
2021/5/29 20:00,183,7414,7414,24245,0.305795009,2579,4835,0.106372448,0.199422561
2021/5/29 21:00,145,6691,6691,21074,0.317500237,2832,3859,0.134383601,0.183116637
2021/5/29 22:00,160,7117,7118,23751,0.299692645,2678,4440,0.112753147,0.186939497
2021/5/29 23:00,136,8055,8057,25114,0.320817074,2215,5842,0.088197818,0.232619256
2021/5/30 0:00,109,8183,8184,24702,0.331309206,2004,6180,0.081127034,0.250182171
2021/5/30 1:00,113,6247,6248,20776,0.300731613,1540,4708,0.074123989,0.226607624
2021/5/30 2:00,109,5386,5386,17741,0.303590553,1328,4058,0.074854856,0.228735697
2021/5/30 3:00,105,2848,2849,11527,0.247158844,771,2078,0.066886441,0.180272404
2021/5/30 4:00,116,2169,2169,10161,0.213463242,555,1614,0.054620608,0.158842634
2021/5/30 5:00,121,2196,2196,9373,0.234289982,780,1416,0.083217753,0.151072229
2021/5/30 6:00,149,2587,2589,9875,0.262177215,997,1592,0.100962025,0.16121519
2021/5/30 7:00,190,2863,2864,10283,0.278517942,1128,1736,0.109695614,0.168822328
2021/5/30 8:00,199,2909,2910,11050,0.263348416,1193,1717,0.107963801,0.155384615
2021/5/30 9:00,176,2710,2710,11199,0.241985892,893,1817,0.079739262,0.162246629
2021/5/30 10:00,156,2971,2971,11583,0.25649659,879,2092,0.075887076,0.180609514
2021/5/30 11:00,144,2486,2487,10504,0.236766946,860,1627,0.081873572,0.154893374
2021/5/30 12:00,128,2517,2517,10319,0.243918984,899,1618,0.087120845,0.156798139
2021/5/30 13:00,70,2563,2563,10209,0.251052992,799,1764,0.078264277,0.172788716
2021/5/30 14:00,94,2864,2864,11059,0.258974591,878,1986,0.07939235,0.179582241
2021/5/30 15:00,81,3100,3100,11228,0.276095476,934,2166,0.083184895,0.192910581
2021/5/30 16:00,103,3195,3195,12138,0.263222936,1100,2095,0.090624485,0.172598451
2021/5/30 17:00,143,3275,3275,12433,0.263411888,1064,2211,0.085578702,0.177833186
2021/5/30 18:00,109,3141,3141,11573,0.271407587,1107,2034,0.095653677,0.17575391
2021/5/30 19:00,96,3388,3388,12117,0.279607163,1070,2318,0.088305686,0.191301477
2021/5/30 20:00,126,3961,3964,14536,0.272702256,1238,2726,0.085167859,0.187534397
2021/5/30 21:00,97,3801,3803,13087,0.290593719,1136,2667,0.086803698,0.203790021
2021/5/30 22:00,59,3148,3148,11123,0.283017172,651,2497,0.058527376,0.224489796
2021/5/30 23:00,71,3815,3815,13268,0.287533916,998,2817,0.075218571,0.212315345
2021/5/31 0:00,71,3796,3796,13954,0.272036692,952,2844,0.068224165,0.203812527
2021/5/31 1:00,65,3159,3162,11908,0.265535774,852,2310,0.071548539,0.193987235
2021/5/31 2:00,99,3303,3303,11827,0.279276232,755,2548,0.063836983,0.215439249
2021/5/31 3:00,96,3202,3203,11509,0.278303936,842,2361,0.073160136,0.205143801
2021/5/31 4:00,89,2496,2496,9568,0.260869565,583,1913,0.060932274,0.199937291
2021/5/31 5:00,82,2092,2092,8932,0.234214062,494,1598,0.055306762,0.1789073
2021/5/31 6:00,86,2112,2112,8729,0.241952114,577,1535,0.066101501,0.175850613
2021/5/31 7:00,104,2209,2209,8776,0.251709207,645,1564,0.073495898,0.178213309
2021/5/31 8:00,134,2336,2337,9801,0.238445057,662,1675,0.067544128,0.170900928
2021/5/31 9:00,130,2503,2505,11654,0.214947657,641,1864,0.055002574,0.159945083
2021/5/31 10:00,120,2608,2608,11926,0.218681872,541,2067,0.045363072,0.173318799
2021/5/31 11:00,120,2349,2349,10751,0.218491303,636,1713,0.059157288,0.159334015
2021/5/31 12:00,100,1960,1961,8805,0.222714367,649,1312,0.07370812,0.149006246
2021/5/31 13:00,83,1761,1761,8235,0.213843352,620,1141,0.075288403,0.138554948
2021/5/31 14:00,59,2176,2176,8602,0.252964427,714,1462,0.083003953,0.169960474
2021/5/31 15:00,60,2119,2119,10683,0.198352523,513,1606,0.048020219,0.150332304
2021/5/31 16:00,74,2127,2127,14305,0.148689269,247,1880,0.01726669,0.13142258
2021/5/31 17:00,97,2128,2130,16202,0.131465251,339,1791,0.020923343,0.110541908
2021/5/31 18:00,95,2784,2785,10404,0.267685506,603,2182,0.057958478,0.209727028
2021/5/31 19:00,177,5322,5322,16019,0.332230476,1313,4009,0.081965166,0.25026531
2021/5/31 20:00,201,6152,6152,21889,0.281054411,985,5167,0.044999772,0.236054639
2021/5/31 21:00,239,6204,6204,28249,0.219618394,565,5639,0.020000708,0.199617686
2021/5/31 22:00,251,6665,6665,30183,0.220819667,760,5905,0.025179737,0.19563993
2021/5/31 23:00,264,11692,11692,47368,0.246833305,774,10918,0.016340145,0.23049316
